dataset	n_seqs	condition	seq_id	kind	reference_rank	reference_original	reference_proposed	reference_conf	test_rank	test_original	test_proposed	test_conf	taxonomy
n1600	1600	upstream_py2_raxml_T1	48a5a2d0-567b-4372-ba38-2801b371fe37	flagged by test only					Species	Bipolaris sorokiniana	NA	0.600	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	4ec3fcce-70a5-47b2-855c-755122280628	flagged by test only					Species	NA	Bipolaris sorokiniana	0.991	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	509da335-1af6-4fe4-98aa-06d6802e967c	flagged by test only					Species	NA	Bipolaris sorokiniana	0.991	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	554d4ef6-80da-41c4-b2d3-741422082908	flagged by test only					Species	NA	Scorzonera meyeri	0.510	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Scorzonera;NA
n1600	1600	upstream_py2_raxml_T1	5f4d91d9-4e96-4865-ad9a-9440564e36b4	flagged by test only					Species	Ilex maximowicziana	Ilex cornuta	0.792	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex maximowicziana
n1600	1600	upstream_py2_raxml_T1	6ffdd279-3346-42d5-9bac-5d8ec04b6171	flagged by test only					Genus	Eudorina	Pleodorina	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;NA
n1600	1600	upstream_py2_raxml_T1	73fcef80-a3b4-4d94-8691-78a28afab85b	flagged by test only					Species	NA	Aspergillus penicillioides	0.832	Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	upstream_py2_raxml_T1	81de728d-4ef9-4984-b67b-daa088bf0e2b	flagged by test only					Genus	Eudorina	Pleodorina	0.510	Plantae;Chlorophyta;NA;Chlamydomonadales;Volvocaceae;Eudorina;Eudorina elegans
n1600	1600	upstream_py2_raxml_T1	8bc74e33-8821-417c-a0ff-ecf1894f1d3b	flagged by test only					Species	Bipolaris sorokiniana	NA	0.563	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	9521390a-e518-467e-85e3-09de9cc016c0	flagged by test only					Species	NA	Bipolaris sorokiniana	0.991	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	9d4b22f7-024c-4524-8036-5220a2b665f4	flagged by test only					Phylum	Chlorophyta	Rhodophyta	0.980	Plantae;Chlorophyta;NA;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas
n1600	1600	upstream_py2_raxml_T1	a3c55874-dd8d-4eeb-9837-0ccd7cc2be4b	flagged by test only					Species	Russula fellea	Russula pascua	0.412	Fungi;Basidiomycota;NA;Russulales;Russulaceae;Russula;Russula fellea
n1600	1600	upstream_py2_raxml_T1	a978ee1b-d8d2-49a6-a534-b823abf82774	flagged by test only					Phylum	NA	Ascomycota	0.706	Fungi;NA;NA;NA;NA;NA;NA
n1600	1600	upstream_py2_raxml_T1	ac695606-d6b6-48f2-b090-f303df32f3af	flagged by test only					Order	Trebouxiales	Microthamniales	0.965	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py2_raxml_T1	ad800fc3-d641-4d7a-9c13-807cca9b0caa	flagged by test only					Genus	Gelasia	Scorzonera	0.974	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Gelasia;Gelasia aucheriana
n1600	1600	upstream_py2_raxml_T1	af3e749e-a63c-4a16-ad88-1bafe9f05b9b	flagged by test only					Species	Ilex x wandoensis	Ilex cornuta	0.722	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex x wandoensis
n1600	1600	upstream_py2_raxml_T1	b2281e8e-06bd-47f3-bf79-42ce4dc1e319	flagged by test only					Species	NA	Bipolaris sorokiniana	0.970	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;NA
n1600	1600	upstream_py2_raxml_T1	b2ed61c7-99ea-4b4c-b254-ed6f8bc6e952	flagged by test only					Species	NA	Aspergillus penicillioides	0.832	Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	upstream_py2_raxml_T1	b367159d-30ca-40d3-8156-81ce38e6292f	flagged by test only					Species	NA	Aspergillus penicillioides	0.832	Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	upstream_py2_raxml_T1	bce9d849-b3d3-4a78-b1eb-bdd65c205677	flagged by test only					Species	NA	Aspergillus penicillioides	0.832	Fungi;Ascomycota;NA;Eurotiales;Aspergillaceae;Aspergillus;NA
n1600	1600	upstream_py2_raxml_T1	d143af2a-e484-411a-a395-440771858a12	flagged by test only					Species	Ilex x wandoensis	Ilex cornuta	0.793	Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex x wandoensis
n1600	1600	upstream_py2_raxml_T1	d7a16b4d-799c-41d8-8ee5-9ae50c717738	flagged by test only					Species	Bipolaris sorokiniana	NA	0.600	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py2_raxml_T1	f6a20e51-3b38-46c4-9b35-cda4706b148a	flagged by test only					Species	NA	Nymphaea odorata	0.504	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	upstream_py3_raxml_T1	1d4d10d6-6506-43a4-82d2-7646e2e6bf04	rank differs	Family	NA	Trebouxiaceae	0.981	Order	Trebouxiales	Microthamniales	0.955	Plantae;Chlorophyta;NA;Trebouxiales;NA;Asterochloris;NA
n1600	1600	upstream_py3_raxml_T1	3f6abd7f-f0d5-443f-a389-a6eee27f6f9c	same rank, other proposal	Species	Primula kialensis	NA	0.898	Species	Primula kialensis	Primula auriculata	0.468	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula kialensis
n1600	1600	upstream_py3_raxml_T1	2cc256c7-18cb-4dd1-8b09-096b820a1840	flagged by reference only	Species	Asterochloris woessiae	NA	0.622					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris woessiae
n1600	1600	upstream_py3_raxml_T1	31212b33-3e7c-4c3e-9969-3a48d0dd117c	flagged by reference only	Species	Asterochloris italiana	NA	0.855					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	upstream_py3_raxml_T1	694e048c-07c0-43fa-b3f5-d78b6589e09d	flagged by reference only	Species	Asterochloris italiana	NA	0.855					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	upstream_py3_raxml_T1	71c310db-eb55-434c-bea7-72844bf111a4	flagged by reference only	Species	Ilex macrocarpa	Ilex micrococca	0.520					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex macrocarpa
n1600	1600	upstream_py3_raxml_T1	92aedd84-5868-4824-8d94-223e55be976e	flagged by reference only	Order	Trebouxiales	Microthamniales	0.749					Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py3_raxml_T1	a8d5dc7a-a5a7-45ff-a07e-135218f0dee8	flagged by reference only	Species	Primula auriculata	NA	0.601					Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula auriculata
n1600	1600	upstream_py3_raxml_T1	160139ab-9283-4d59-a53b-e68ae6d80432	flagged by test only					Order	Trebouxiales	Microthamniales	0.955	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py3_raxml_T1	16afa515-d9e3-4abb-931d-218f28c58611	flagged by test only					Species	NA	Nymphaea elegans	0.506	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	upstream_py3_raxml_T1	2fb594fe-4505-4e08-912a-67344e9f59a5	flagged by test only					Genus	Pseudopodospermum	Scorzonera	0.410	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Pseudopodospermum;Pseudopodospermum inaequiscapum
n1600	1600	upstream_py3_raxml_T1	ac695606-d6b6-48f2-b090-f303df32f3af	flagged by test only					Order	Trebouxiales	Microthamniales	0.998	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py3_raxml_T1	f6a20e51-3b38-46c4-9b35-cda4706b148a	flagged by test only					Species	NA	Nymphaea odorata	0.507	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	upstream_py3_raxml_T8	1d4d10d6-6506-43a4-82d2-7646e2e6bf04	rank differs	Family	NA	Trebouxiaceae	0.981	Order	Trebouxiales	Microthamniales	0.956	Plantae;Chlorophyta;NA;Trebouxiales;NA;Asterochloris;NA
n1600	1600	upstream_py3_raxml_T8	3f6abd7f-f0d5-443f-a389-a6eee27f6f9c	same rank, other proposal	Species	Primula kialensis	NA	0.898	Species	Primula kialensis	Primula auriculata	0.470	Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula kialensis
n1600	1600	upstream_py3_raxml_T8	2cc256c7-18cb-4dd1-8b09-096b820a1840	flagged by reference only	Species	Asterochloris woessiae	NA	0.622					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris woessiae
n1600	1600	upstream_py3_raxml_T8	31212b33-3e7c-4c3e-9969-3a48d0dd117c	flagged by reference only	Species	Asterochloris italiana	NA	0.855					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	upstream_py3_raxml_T8	694e048c-07c0-43fa-b3f5-d78b6589e09d	flagged by reference only	Species	Asterochloris italiana	NA	0.855					Plantae;Chlorophyta;NA;Microthamniales;NA;Asterochloris;Asterochloris italiana
n1600	1600	upstream_py3_raxml_T8	71c310db-eb55-434c-bea7-72844bf111a4	flagged by reference only	Species	Ilex macrocarpa	Ilex micrococca	0.520					Plantae;Tracheophyta;NA;Aquifoliales;Aquifoliaceae;Ilex;Ilex macrocarpa
n1600	1600	upstream_py3_raxml_T8	92aedd84-5868-4824-8d94-223e55be976e	flagged by reference only	Order	Trebouxiales	Microthamniales	0.749					Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py3_raxml_T8	a8d5dc7a-a5a7-45ff-a07e-135218f0dee8	flagged by reference only	Species	Primula auriculata	NA	0.601					Plantae;Tracheophyta;NA;Ericales;Primulaceae;Primula;Primula auriculata
n1600	1600	upstream_py3_raxml_T8	160139ab-9283-4d59-a53b-e68ae6d80432	flagged by test only					Order	Trebouxiales	Microthamniales	0.956	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py3_raxml_T8	16afa515-d9e3-4abb-931d-218f28c58611	flagged by test only					Species	NA	Nymphaea elegans	0.506	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
n1600	1600	upstream_py3_raxml_T8	2fb594fe-4505-4e08-912a-67344e9f59a5	flagged by test only					Genus	Pseudopodospermum	Scorzonera	0.414	Plantae;Tracheophyta;NA;Asterales;Asteraceae;Pseudopodospermum;Pseudopodospermum inaequiscapum
n1600	1600	upstream_py3_raxml_T8	8f894320-cbf1-4716-a628-56c4eb8aa47c	flagged by test only					Species	Bipolaris sorokiniana	NA	0.939	Fungi;Ascomycota;NA;Pleosporales;Pleosporaceae;Bipolaris;Bipolaris sorokiniana
n1600	1600	upstream_py3_raxml_T8	ac695606-d6b6-48f2-b090-f303df32f3af	flagged by test only					Order	Trebouxiales	Microthamniales	0.998	Plantae;Chlorophyta;NA;Trebouxiales;Trebouxiaceae;Trebouxia;NA
n1600	1600	upstream_py3_raxml_T8	f6a20e51-3b38-46c4-9b35-cda4706b148a	flagged by test only					Species	NA	Nymphaea odorata	0.507	Plantae;Tracheophyta;NA;Nymphaeales;Nymphaeaceae;Nymphaea;NA
